merchant_id,merchant_name,merchant_category,region,commission_rate,total_turnover,num_of_transactions,num_of_unique_clients,avg_transaction_amount,rank_in_category_region,total_commission_earned,Adulte,Age Moyen,Jeune,Senior
M00257,StyleShop 58,Clothing,Bretagne,0.087,16480.890000000003,133,133,123.91646616541355,5,1433.8374300000003,4809.47,4820.5,2046.81,4804.11
M00146,FashionStore 47,Clothing,Grand Est,0.0231,37433.75000000003,188,182,199.11569148936186,1,864.7196250000006,10851.089999999998,9403.730000000001,5268.449999999999,11910.480000000001
M00433,ClothingHub 34,Clothing,Grand Est,0.0332,35124.78000000001,156,156,225.15884615384624,2,1166.1426960000006,10237.600000000004,10888.5,4538.120000000001,9460.56
M00461,StyleShop 62,Clothing,Grand Est,0.0509,29807.06,186,184,160.25301075268817,3,1517.179354,10082.43,10037.270000000002,3607.75,6079.610000000002
M00147,StyleShop 48,Clothing,Grand Est,0.0662,28319.1,180,177,157.32833333333332,4,1874.7244199999998,8250.309999999998,10421.6,2283.6899999999996,7363.5
M00383,FashionStore 84,Clothing,Grand Est,0.0404,26571.05,187,180,142.09117647058824,5,1073.4704199999999,8623.03,6305.429999999999,4451.709999999999,7190.880000000001
M00472,StyleShop 73,Clothing,Grand Est,0.0339,22191.210000000003,116,115,191.30353448275864,6,752.2820190000001,8164.719999999998,5601.080000000001,3205.54,5219.870000000001
M00088,FashionStore 89,Clothing,Grand Est,0.0111,17570.449999999997,87,86,201.9591954022988,7,195.03199499999997,4591.84,4818.68,2415.4,5744.53
M00341,TrendyWear 42,Clothing,Hauts-de-France,0.0964,40969.67,222,221,184.54806306306307,1,3949.4761879999996,12916.359999999999,13015.410000000002,3315.6800000000007,11722.220000000001
M00260,ClothingHub 61,Clothing,Hauts-de-France,0.0281,32384.520000000004,215,209,150.62567441860466,2,910.0050120000001,7284.759999999999,10643.760000000002,4974.050000000001,9481.95
M00382,ClothingHub 83,Clothing,Ile-de-France,0.052,62943.69999999999,335,321,187.89164179104475,1,3273.072399999999,16503.34,19099.240000000005,7488.7699999999995,19852.349999999988
M00099,FashionStore 100,Clothing,Ile-de-France,0.0175,38342.64000000001,257,250,149.1931517509728,2,670.9962000000002,9588.359999999999,12525.22,5111.01,11118.049999999996
M00471,ClothingHub 72,Clothing,Ile-de-France,0.0863,34103.079999999994,169,167,201.79337278106505,3,2943.0958039999996,9084.510000000002,10316.81,4690.530000000001,10011.23
M00153,StyleShop 54,Clothing,Ile-de-France,0.0733,32733.709999999995,196,194,167.0087244897959,4,2399.3809429999997,10017.229999999998,9083.46,4502.6,9130.420000000004
M00354,StyleShop 55,Clothing,Ile-de-France,0.0938,32125.300000000007,163,157,197.08773006134973,5,3013.3531400000006,8424.03,10708.650000000003,4826.66,8165.960000000002
M00313,FashionStore 14,Clothing,Ile-de-France,0.0617,29624.189999999988,164,157,180.63530487804871,6,1827.8125229999991,8327.449999999997,9221.450000000003,4596.520000000001,7478.7699999999995
M00350,FashionStore 51,Clothing,Ile-de-France,0.0608,26368.139999999992,163,160,161.76773006134965,7,1603.1829119999995,8054.620000000001,8158.240000000002,4474.7,5680.58
M00077,StyleShop 78,Clothing,Ile-de-France,0.0269,16131.879999999997,119,119,135.56201680672265,8,433.9475719999999,4663.7,4689.54,1230.18,5548.460000000001
M00151,TrendyWear 52,Clothing,Normandie,0.0477,53385.11999999997,273,261,195.54989010989001,1,2546.470223999999,18501.539999999997,17845.380000000005,5414.020000000001,11624.18
M00148,TrendyWear 49,Clothing,Normandie,0.0635,42881.020000000026,258,247,166.2055038759691,2,2722.944770000002,13103.27,11944.340000000004,4875.35,12958.059999999996
M00132,TrendyWear 33,Clothing,Normandie,0.0652,36292.64,234,227,155.09675213675214,3,2366.280128,10791.099999999997,9289.369999999997,4848.9,11363.27
M00206,ClothingHub 7,Clothing,Normandie,0.019,31285.219999999994,166,162,188.46518072289152,4,594.4191799999999,7860.549999999999,13842.539999999999,3179.9699999999993,6402.159999999999
M00494,ClothingHub 95,Clothing,Normandie,0.0249,24116.689999999995,149,148,161.8569798657718,5,600.5055809999999,7256.9299999999985,6475.379999999998,4411.750000000001,5972.63
M00019,TrendyWear 20,Clothing,Nouvelle-Aquitaine,0.0803,61815.099999999984,300,289,206.05033333333327,1,4963.752529999999,20380.109999999993,17991.829999999998,9121.499999999998,14321.660000000003
M00450,ClothingHub 51,Clothing,Nouvelle-Aquitaine,0.076,38087.34000000002,203,197,187.6223645320198,2,2894.6378400000012,11033.28,9279.220000000001,4972.28,12802.560000000001
M00497,ClothingHub 98,Clothing,Nouvelle-Aquitaine,0.0842,32242.84,192,185,167.93145833333332,3,2714.847128,9716.020000000002,9370.529999999997,4020.89,9135.399999999998
M00309,FashionStore 10,Clothing,Nouvelle-Aquitaine,0.0767,24606.209999999995,229,222,107.45069868995631,4,1887.2963069999998,7099.35,8219.21,3057.8299999999995,6229.82
M00249,FashionStore 50,Clothing,Nouvelle-Aquitaine,0.0669,20216.719999999998,141,136,143.3809929078014,5,1352.4985679999998,6054.61,6469.21,1906.4900000000002,5786.41
M00443,StyleShop 44,Clothing,Occitanie,0.012,59459.76,333,321,178.55783783783784,1,713.5171200000001,18241.969999999998,18527.35,7218.54,15471.9
M00100,StyleShop 1,Clothing,Occitanie,0.0367,52498.70999999996,275,265,190.90439999999987,2,1926.702656999999,12941.079999999996,19487.219999999998,6338.65,13731.759999999998
M00444,StyleShop 45,Clothing,Occitanie,0.0206,49204.89000000001,247,239,199.21008097165995,3,1013.6207340000002,13445.889999999996,16152.400000000003,6761.149999999999,12845.45
M00282,TrendyWear 83,Clothing,Occitanie,0.0238,49078.97,217,203,226.17036866359447,4,1168.079486,14827.48,11705.040000000005,6720.600000000002,15825.849999999993
M00285,TrendyWear 86,Clothing,Occitanie,0.0939,42758.950000000004,236,229,181.18199152542374,5,4015.0654050000003,11171.859999999999,12124.219999999998,6293.339999999999,13169.529999999999
M00170,ClothingHub 71,Clothing,Occitanie,0.0535,28544.210000000006,133,132,214.61812030075194,6,1527.1152350000002,8414.56,10900.77,3630.81,5598.070000000001
M00090,FashionStore 91,Clothing,Pays de la Loire,0.0895,43567.03,241,232,180.7760580912863,1,3899.2491849999997,13001.490000000002,14810.85,4283.800000000001,11470.89
M00052,TrendyWear 53,Clothing,Pays de la Loire,0.0491,43363.38000000002,205,201,211.52868292682936,2,2129.141958000001,12275.779999999997,11165.890000000005,5900.580000000001,14021.13
M00368,TrendyWear 69,Clothing,Pays de la Loire,0.0696,43345.130000000005,209,206,207.39296650717705,3,3016.8210480000002,13501.36,13923.210000000001,4473.34,11447.22
M00264,StyleShop 65,Clothing,Pays de la Loire,0.0902,32984.04000000001,240,228,137.43350000000004,4,2975.1604080000006,11503.300000000007,8568.01,6184.76,6727.970000000001
M00500,TrendyWear 1,Clothing,Pays de la Loire,0.0422,30437.669999999995,189,185,161.04587301587298,5,1284.4696739999997,9135.880000000003,9861.799999999997,3699.459999999999,7740.530000000002
M00220,FashionStore 21,Clothing,Pays de la Loire,0.0776,23434.999999999996,126,123,185.99206349206347,6,1818.5559999999998,6549.089999999999,6911.34,4559.199999999999,5415.370000000002
M00255,StyleShop 56,Clothing,Pays de la Loire,0.0596,22692.859999999993,193,187,117.57958549222795,7,1352.4944559999997,5718.820000000001,6822.3099999999995,3409.7700000000004,6741.96
M00211,ClothingHub 12,Clothing,Pays de la Loire,0.0714,18430.860000000004,148,144,124.53283783783786,8,1315.9634040000003,5871.79,5609.15,3004.15,3945.770000000001
M00196,TrendyWear 97,Clothing,Provence-Alpes-Côte d'Azur,0.0515,42038.31,223,216,188.512600896861,1,2164.972965,15196.780000000004,12544.11,3654.0499999999993,10643.369999999999
M00274,TrendyWear 75,Clothing,Provence-Alpes-Côte d'Azur,0.0162,13029.550000000001,68,66,191.61102941176472,2,211.07871,4578.1900000000005,2325.61,2457.46,3668.289999999999
M00144,TechStore 45,Electronics,Auvergne-Rhône-Alpes,0.0589,291610.51999999984,277,267,1052.7455595667864,1,17175.85962799999,78132.47,96075.56999999996,28386.84,89015.64000000003
M00201,TechStore 2,Electronics,Auvergne-Rhône-Alpes,0.0506,210728.68000000005,155,148,1359.5398709677422,2,10662.871208000002,63550.17999999999,59315.180000000015,24021.37,63841.950000000004
M00366,GadgetShop 67,Electronics,Auvergne-Rhône-Alpes,0.0587,160356.99000000002,110,109,1457.7908181818184,3,9412.955313000002,32693.319999999996,59081.400000000016,23306.530000000002,45275.73999999999
M00306,GadgetShop 7,Electronics,Auvergne-Rhône-Alpes,0.0576,145802.41,109,107,1337.6367889908256,4,8398.218816,42505.99,48191.0,18455.469999999998,36649.95
M00121,DigitalHub 22,Electronics,Auvergne-Rhône-Alpes,0.067,107300.08999999998,107,104,1002.8045794392522,5,7189.106029999999,23893.61,40458.69999999999,8067.6900000000005,34880.09
M00141,TechStore 42,Electronics,Bretagne,0.0678,338215.9600000002,221,218,1530.388959276019,1,22931.042088000013,93054.45999999999,116602.33000000002,41423.87999999999,87135.29000000001
M00284,TechStore 85,Electronics,Bretagne,0.0813,334984.2899999998,272,259,1231.5598897058817,2,27234.222776999984,93132.26999999999,112342.92000000004,37172.39,92336.70999999999
M00456,TechStore 57,Electronics,Bretagne,0.0682,286602.6199999998,226,223,1268.1531858407072,3,19546.298683999987,79307.12999999999,87491.83,35488.12,84315.54000000004
M00115,DigitalHub 16,Electronics,Grand Est,0.0975,384945.05999999994,245,229,1571.204326530612,1,37532.14335,91855.58,135853.22,32908.83,124327.43000000008
M00460,GadgetShop 61,Electronics,Grand Est,0.032,219720.35000000006,191,184,1150.3683246073301,2,7031.051200000003,66639.06000000001,70657.35999999999,14678.51,67745.41999999998
M00244,TechStore 45,Electronics,Grand Est,0.0659,196333.21999999994,160,155,1227.0826249999996,3,12938.359197999996,62876.48999999998,59624.84000000001,27298.43,46533.46
M00463,ElectroWorld 64,Electronics,Grand Est,0.0653,167382.58000000002,124,124,1349.8595161290325,4,10930.082474,41022.62,48552.950000000004,22663.68,55143.329999999994
M00102,GadgetShop 3,Electronics,Grand Est,0.0685,139541.84,122,120,1143.7855737704917,5,9558.61604,41167.200000000004,35308.55999999999,18208.05,44858.03
M00294,TechStore 95,Electronics,Grand Est,0.0773,117938.24999999999,135,132,873.6166666666666,6,9116.626724999998,37668.670000000006,40897.56999999999,12222.02,27149.99
M00386,TechStore 87,Electronics,Hauts-de-France,0.0565,295082.17,211,206,1398.4936966824644,1,16672.142605,93993.84,85868.65999999999,25440.809999999998,89778.86
M00012,GadgetShop 13,Electronics,Hauts-de-France,0.0522,251697.5499999999,198,189,1271.199747474747,2,13138.612109999996,89379.28999999998,70035.16,20253.739999999998,72029.36
M00459,ElectroWorld 60,Electronics,Hauts-de-France,0.0213,244966.82999999987,203,196,1206.733152709359,3,5217.793478999997,90864.61,75120.96000000002,10675.180000000002,68306.08
M00069,GadgetShop 70,Electronics,Hauts-de-France,0.0754,238038.35999999996,190,188,1252.8334736842103,4,17948.092343999997,70735.92999999998,75380.85999999999,25458.39,66463.18
M00245,DigitalHub 46,Electronics,Hauts-de-France,0.0522,189964.82999999993,193,188,984.2737305699478,5,9916.164125999996,54023.469999999994,59479.29,23837.420000000002,52624.650000000016
M00250,TechStore 51,Electronics,Hauts-de-France,0.0668,162844.48999999996,122,119,1334.790901639344,6,10878.011931999998,57213.85,43287.88000000001,13935.7,48407.06000000001
M00397,ElectroWorld 98,Electronics,Hauts-de-France,0.024,59897.37999999999,58,58,1032.713448275862,7,1437.5371199999997,20072.329999999998,10061.689999999999,4790.7300000000005,24972.629999999997
M00273,DigitalHub 74,Electronics,Ile-de-France,0.0919,355543.20000000007,263,257,1351.8752851711029,1,32674.420080000004,92911.46999999999,115180.48000000005,35996.88,111454.36999999998
M00094,GadgetShop 95,Electronics,Ile-de-France,0.024,285622.54,285,269,1002.1843508771929,2,6854.94096,95087.11000000006,85116.24,29091.69,76327.50000000001
M00426,ElectroWorld 27,Electronics,Ile-de-France,0.0968,249907.7099999999,252,242,991.6972619047615,3,24191.06632799999,53817.61,80304.70999999999,27926.61,87858.78
M00458,DigitalHub 59,Electronics,Ile-de-France,0.0692,234306.0,193,185,1214.020725388601,4,16213.975199999999,88524.52999999998,86459.59999999998,13630.460000000001,45691.40999999998
M00073,DigitalHub 74,Electronics,Ile-de-France,0.0114,163103.99999999994,158,154,1032.303797468354,5,1859.3855999999994,53374.28000000001,55657.399999999994,15790.839999999998,38281.48
M00384,TechStore 85,Electronics,Ile-de-France,0.0984,148721.88999999998,126,123,1180.3324603174601,6,14634.233976,41513.85,50704.41000000002,19490.5,37013.130000000005
M00133,TechStore 34,Electronics,Ile-de-France,0.0896,125069.78000000003,128,128,977.1076562500002,7,11206.252288000001,35480.68,44904.01,10219.28,34465.810000000005
M00084,DigitalHub 85,Electronics,Ile-de-France,0.0998,109939.45000000001,89,89,1235.2747191011238,8,10971.957110000001,32343.990000000005,31195.11,13810.05,32590.3
M00349,GadgetShop 50,Electronics,Normandie,0.0653,306528.5099999999,279,269,1098.6684946236555,1,20016.311702999992,92116.45999999998,92508.95000000001,36580.25,85322.84999999999
M00027,TechStore 28,Electronics,Normandie,0.0457,291182.3100000001,229,220,1271.538471615721,2,13307.031567000004,86678.44999999998,99231.89,26208.999999999996,79062.97
M00465,TechStore 66,Electronics,Normandie,0.0258,287934.5900000002,282,276,1021.0446453900717,3,7428.712422000005,83084.75,98644.31000000001,41986.22999999999,64219.3
M00140,GadgetShop 41,Electronics,Normandie,0.0226,263287.57999999996,260,252,1012.6445384615383,4,5950.299307999999,77677.63999999998,81948.25,31141.619999999995,72520.07
M00208,GadgetShop 9,Electronics,Normandie,0.0615,218795.08999999997,198,195,1105.0257070707069,5,13455.898034999998,70226.40999999999,73254.48000000001,21608.06,53706.139999999985
M00340,TechStore 41,Electronics,Normandie,0.0131,208027.58000000013,205,197,1014.7686829268299,6,2725.161298000002,52185.109999999986,67454.76000000001,26583.5,61804.210000000014
M00268,GadgetShop 69,Electronics,Normandie,0.0631,203676.83,194,192,1049.8805670103093,7,12852.007973,65472.849999999984,64471.020000000004,20819.199999999997,52913.76000000001
M00314,TechStore 15,Electronics,Normandie,0.0131,182196.08,137,133,1329.8983941605838,8,2386.7686479999998,44827.670000000006,60040.640000000014,20471.54,56856.229999999996
M00228,GadgetShop 29,Electronics,Normandie,0.0584,71846.52999999998,85,85,845.2532941176469,9,4195.837352,18938.789999999997,23904.559999999998,5008.99,23994.189999999995
M00411,ElectroWorld 12,Electronics,Nouvelle-Aquitaine,0.0993,261792.13000000003,198,194,1322.182474747475,1,25995.958509000004,71100.10999999999,71313.64000000003,45898.83,73479.54999999999
M00346,GadgetShop 47,Electronics,Nouvelle-Aquitaine,0.0856,246860.60999999996,178,174,1386.8573595505616,2,21131.268215999997,69798.65,87696.39,26709.87,62655.7
M00031,DigitalHub 32,Electronics,Nouvelle-Aquitaine,0.0373,244706.25000000003,225,214,1087.5833333333335,3,9127.543125,56566.47000000001,83050.75000000001,33184.64,71904.39
M00301,ElectroWorld 2,Electronics,Nouvelle-Aquitaine,0.0591,200951.28000000006,181,172,1110.2280662983428,4,11876.220648000004,60683.19999999999,58190.47000000001,21489.639999999996,60587.969999999994
M00001,DigitalHub 2,Electronics,Nouvelle-Aquitaine,0.0143,184515.05,139,133,1327.4464028776977,5,2638.565215,54783.390000000014,44427.68000000001,33729.240000000005,51574.740000000005
M00097,TechStore 98,Electronics,Nouvelle-Aquitaine,0.0307,162173.87999999995,118,118,1374.3549152542369,6,4978.738115999999,44981.130000000005,60202.340000000004,6849.289999999999,50141.12000000001
M00363,TechStore 64,Electronics,Nouvelle-Aquitaine,0.0164,154183.70999999996,152,147,1014.3665131578945,7,2528.6128439999998,54740.189999999995,51739.11,11991.89,35712.520000000004
M00058,TechStore 59,Electronics,Nouvelle-Aquitaine,0.0258,127622.35999999999,98,98,1302.2689795918366,8,3292.6568879999995,30253.180000000004,45503.210000000014,16673.68,35192.29
M00393,TechStore 94,Electronics,Nouvelle-Aquitaine,0.0281,110183.84,140,135,787.0274285714286,9,3096.165904,21690.300000000003,48990.48,15719.41,23783.650000000005
M00265,GadgetShop 66,Electronics,Nouvelle-Aquitaine,0.0349,45743.970000000016,84,81,544.5710714285716,10,1596.4645530000005,16428.74,13605.05,3455.8799999999997,12254.300000000001
M00159,DigitalHub 60,Electronics,Occitanie,0.0304,257979.59999999995,229,220,1126.5484716157202,1,7842.5798399999985,84858.43000000004,65898.65999999999,33500.54,73721.96999999997
M00418,GadgetShop 19,Electronics,Occitanie,0.0378,229983.15,170,164,1352.8420588235294,2,8693.36307,55491.05000000001,69634.09999999999,27148.389999999996,77709.61
M00105,TechStore 6,Electronics,Occitanie,0.0305,225935.54000000004,225,218,1004.1579555555558,3,6891.033970000001,63445.11999999999,88422.36000000006,17738.97,56329.09
M00192,ElectroWorld 93,Electronics,Occitanie,0.0603,219451.35999999996,153,151,1434.3226143790846,4,13232.917007999997,66137.68000000001,74148.18,28277.579999999998,50887.92
M00154,DigitalHub 55,Electronics,Occitanie,0.0834,147721.37999999998,145,137,1018.7681379310343,5,12319.963091999998,29727.100000000002,54527.47,17848.19,45618.62
M00185,TechStore 86,Electronics,Pays de la Loire,0.0286,297834.1600000001,231,226,1289.3253679653683,1,8518.056976000003,79378.73000000003,116923.13999999997,32119.589999999993,69412.70000000001
M00217,GadgetShop 18,Electronics,Pays de la Loire,0.0364,153074.66999999998,86,85,1779.9380232558137,2,5571.917987999999,35897.63,58707.200000000004,21576.109999999997,36893.729999999996
M00076,DigitalHub 77,Electronics,Pays de la Loire,0.0846,131894.43000000005,146,138,903.3865068493154,3,11158.268778000003,45901.539999999986,28715.400000000005,18769.579999999998,38507.91
M00112,DigitalHub 13,Electronics,Pays de la Loire,0.0766,110889.51999999999,120,115,924.0793333333332,4,8494.137232,28707.769999999993,42575.94,13660.660000000002,25945.15
M00071,DigitalHub 72,Electronics,Pays de la Loire,0.0445,86788.56999999999,67,67,1295.351791044776,5,3862.0913649999993,19634.33,28950.62,9332.000000000002,28871.620000000003
M00116,GadgetShop 17,Electronics,Provence-Alpes-Côte d'Azur,0.0706,291935.01000000007,250,242,1167.7400400000004,1,20610.611706000003,71384.19000000002,94507.09,25303.110000000004,100740.62
M00011,ElectroWorld 12,Electronics,Provence-Alpes-Côte d'Azur,0.0493,234776.52999999994,191,185,1229.1964921465965,2,11574.482928999996,65819.7,68775.68999999996,38254.05999999999,61927.08
M00408,TechStore 9,Electronics,Provence-Alpes-Côte d'Azur,0.0283,221886.87000000005,180,174,1232.7048333333337,3,6279.398421000002,63269.02999999998,74912.98999999998,28845.560000000005,54859.29
M00113,DigitalHub 14,Electronics,Provence-Alpes-Côte d'Azur,0.0185,184113.93999999994,162,158,1136.5058024691355,4,3406.107889999999,49613.82999999999,51458.520000000004,34303.08,48738.509999999995
M00451,GourmetShop 52,Food,Auvergne-Rhône-Alpes,0.0448,22814.480000000003,406,385,56.193300492610845,1,1022.0887040000001,6985.680000000001,7761.400000000002,1965.78,6101.620000000003
M00233,GourmetShop 34,Food,Auvergne-Rhône-Alpes,0.0749,18532.299999999992,285,272,65.02561403508768,2,1388.0692699999993,4938.639999999999,6198.4,2394.5800000000004,5000.680000000001
M00446,GourmetShop 47,Food,Auvergne-Rhône-Alpes,0.0296,10671.53,166,163,64.28632530120483,3,315.877288,3339.2199999999993,3407.689999999999,1204.1799999999998,2720.440000000001
M00318,GourmetShop 19,Food,Auvergne-Rhône-Alpes,0.0296,10287.279999999999,245,237,41.98889795918367,4,304.503488,3518.680000000001,3091.8099999999995,1270.7700000000002,2406.0200000000004
M00419,FreshMarket 20,Food,Auvergne-Rhône-Alpes,0.0861,9633.249999999998,172,164,56.007267441860456,5,829.4228249999998,3252.21,3254.0700000000006,806.5500000000001,2320.4200000000005
M00106,FreshMarket 7,Food,Auvergne-Rhône-Alpes,0.0823,8020.329999999996,140,135,57.2880714285714,6,660.0731589999997,2153.0,2155.96,909.7400000000001,2801.6299999999997
M00308,FreshMarket 9,Food,Bretagne,0.0703,18152.390000000003,331,309,54.8410574018127,1,1276.1130170000001,5358.049999999999,5263.719999999999,2975.5700000000006,4555.049999999999
M00172,GourmetShop 73,Food,Bretagne,0.0544,16029.639999999996,218,214,73.53045871559631,2,872.0124159999997,5039.849999999998,4912.890000000001,1914.8000000000002,4162.1
M00060,FoodMart 61,Food,Bretagne,0.0573,15227.350000000002,234,223,65.07414529914531,3,872.5271550000001,4809.02,4995.799999999998,1949.42,3473.1099999999997
M00385,FoodMart 86,Food,Bretagne,0.0847,7811.19,141,140,55.39851063829787,4,661.6077929999999,2648.61,2084.1199999999994,1050.9,2027.5599999999997
M00416,FreshMarket 17,Food,Hauts-de-France,0.0449,14582.99,310,297,47.04190322580645,1,654.776251,4498.380000000001,5221.17,1294.9599999999998,3568.4800000000005
M00136,FoodHub 37,Food,Hauts-de-France,0.0412,10432.950000000004,187,183,55.79117647058826,2,429.83754000000016,3617.97,3073.5099999999984,1083.78,2657.6900000000005
M00042,FreshMarket 43,Food,Hauts-de-France,0.0216,9900.980000000001,170,163,58.24105882352942,3,213.86116800000005,2903.9700000000003,2872.82,1321.1599999999996,2803.03
M00075,FreshMarket 76,Food,Hauts-de-France,0.0514,4917.749999999998,181,175,27.16988950276242,4,252.7723499999999,1211.3999999999999,2192.66,474.21000000000004,1039.48
M00107,GourmetShop 8,Food,Ile-de-France,0.04,15624.780000000002,266,255,58.73977443609024,1,624.9912000000002,4687.180000000001,4860.34,1622.5,4454.760000000002
M00271,FreshMarket 72,Food,Ile-de-France,0.0851,10993.239999999998,169,165,65.04875739644969,2,935.5247239999998,3032.0600000000004,3217.8699999999994,1427.7000000000003,3315.609999999999
M00070,FreshMarket 71,Food,Ile-de-France,0.0679,7983.080000000002,122,121,65.43508196721312,3,542.0511320000002,2433.6899999999996,2289.5099999999998,1105.3200000000002,2154.5600000000004
M00210,FreshMarket 11,Food,Normandie,0.039,15696.669999999993,249,237,63.038835341365434,1,612.1701299999997,4770.199999999999,5212.270000000001,2224.8699999999994,3489.33
M00081,FoodMart 82,Food,Normandie,0.0481,13833.359999999995,226,215,61.20955752212387,2,665.3846159999997,4196.9800000000005,4469.369999999999,1741.21,3425.8
M00030,FoodHub 31,Food,Normandie,0.041,12612.38999999999,200,189,63.06194999999995,3,517.1079899999996,4612.619999999999,4526.5599999999995,854.1,2619.11
M00394,FoodMart 95,Food,Normandie,0.071,12584.579999999998,196,192,64.20704081632653,4,893.5051799999998,3774.3400000000006,4375.849999999999,1577.81,2856.5800000000004
M00227,FoodHub 28,Food,Normandie,0.0922,9078.79,161,158,56.39000000000001,5,837.0644380000001,2103.2599999999998,3431.24,1010.73,2533.5599999999995
M00057,FoodHub 58,Food,Normandie,0.049,8913.790000000003,142,139,62.77316901408452,6,436.7757100000002,2397.0400000000004,2151.2999999999997,1197.1399999999999,3168.31
M00002,FoodMart 3,Food,Normandie,0.0913,8312.22,197,191,42.194010152284264,7,758.905686,2067.8999999999996,3607.41,781.1999999999998,1855.71
M00381,GourmetShop 82,Food,Normandie,0.0227,6643.570000000001,150,147,44.290466666666674,8,150.809039,2088.9300000000003,1930.1599999999999,575.0099999999999,2049.47
M00485,FreshMarket 86,Food,Nouvelle-Aquitaine,0.0914,24598.8,377,352,65.24880636604775,1,2248.33032,7551.549999999998,7853.999999999997,2805.170000000001,6388.080000000003
M00454,GourmetShop 55,Food,Nouvelle-Aquitaine,0.0158,12776.009999999998,226,221,56.53101769911504,2,201.86095799999998,4350.029999999999,2951.54,1400.5400000000002,4073.9
M00226,GourmetShop 27,Food,Nouvelle-Aquitaine,0.0778,10782.149999999998,173,168,62.324566473988426,3,838.8512699999998,2711.5799999999986,3140.7400000000007,1283.03,3646.7999999999997
M00221,FoodMart 22,Food,Occitanie,0.0605,19507.040000000005,297,281,65.68026936026938,1,1180.1759200000001,7140.94,5127.960000000001,2594.11,4644.029999999998
M00428,FoodMart 29,Food,Occitanie,0.063,18578.939999999995,308,292,60.32123376623375,2,1170.4732199999996,5738.379999999999,5459.730000000002,2711.82,4669.010000000001
M00467,GourmetShop 68,Food,Occitanie,0.0557,17458.88,259,246,67.4088030888031,3,972.4596160000001,6066.069999999999,4803.370000000002,1825.7099999999998,4763.730000000001
M00167,FoodHub 68,Food,Occitanie,0.0268,12003.95,228,219,52.64890350877193,4,321.70586000000003,3243.3199999999993,3300.7700000000004,1455.3100000000002,4004.550000000001
M00062,GourmetShop 63,Food,Occitanie,0.0818,9978.699999999997,190,187,52.51947368421051,5,816.2576599999998,2535.7,3058.4399999999996,1416.58,2967.98
M00316,FreshMarket 17,Food,Occitanie,0.0147,9963.08,161,157,61.88248447204969,6,146.457276,2330.2599999999998,3753.6600000000003,1320.38,2558.7799999999997
M00455,FoodHub 56,Food,Occitanie,0.0488,9419.11,127,125,74.16622047244095,7,459.65256800000003,2741.9700000000007,2323.02,1405.9499999999998,2948.17
M00243,FreshMarket 44,Food,Occitanie,0.0228,5223.110000000001,113,112,46.22221238938054,8,119.08690800000002,1484.77,2001.5999999999997,586.5,1150.24
M00332,FoodMart 33,Food,Pays de la Loire,0.0317,13591.88,227,215,59.876123348017614,1,430.86259599999994,3137.580000000001,3537.970000000001,2320.71,4595.620000000001
M00398,FoodHub 99,Food,Pays de la Loire,0.0898,13549.34,194,186,69.8419587628866,2,1216.730732,4690.390000000001,4666.829999999997,1067.0200000000002,3125.0999999999995
M00215,FreshMarket 16,Food,Pays de la Loire,0.0838,12472.92,191,181,65.30324607329842,3,1045.230696,3638.11,3851.0100000000007,1038.9899999999998,3944.809999999999
M00442,GourmetShop 43,Food,Pays de la Loire,0.0392,8388.149999999996,151,151,55.5506622516556,4,328.8154799999998,2911.729999999999,2337.24,1355.69,1783.4899999999998
M00059,FreshMarket 60,Food,Provence-Alpes-Côte d'Azur,0.0894,18348.880000000005,249,240,73.69028112449801,1,1640.3898720000002,4944.73,6085.450000000001,2432.37,4886.330000000001
M00064,FreshMarket 65,Food,Provence-Alpes-Côte d'Azur,0.0338,8252.449999999999,132,131,62.518560606060596,2,278.93280999999996,2276.0000000000005,2840.22,864.6300000000001,2271.6
M00315,FoodMart 16,Food,Provence-Alpes-Côte d'Azur,0.0202,6755.349999999998,98,95,68.93214285714284,3,136.45806999999994,1998.8999999999994,1875.3900000000003,277.91999999999996,2603.1399999999994
M00487,HealthShop 88,Health,Auvergne-Rhône-Alpes,0.0806,30690.479999999992,276,265,111.1973913043478,1,2473.6526879999997,9792.420000000002,8681.359999999997,3361.74,8854.96
M00489,HealthHub 90,Health,Auvergne-Rhône-Alpes,0.0178,29827.61,209,203,142.71583732057417,2,530.931458,11623.620000000003,9293.089999999998,3310.3900000000003,5600.510000000002
M00200,HealthHub 1,Health,Bretagne,0.0186,38033.490000000005,300,279,126.77830000000002,1,707.422914,8679.62,11253.120000000003,3890.0200000000004,14210.73
M00061,HealthHub 62,Health,Bretagne,0.0838,26210.290000000008,216,200,121.34393518518522,2,2196.422302000001,7696.34,9691.919999999998,1700.63,7121.399999999999
M00168,VitalShop 69,Health,Bretagne,0.0866,24788.019999999997,237,232,104.5908016877637,3,2146.642532,7923.099999999999,7294.400000000001,2639.1700000000005,6931.35
M00334,WellnessStore 35,Health,Bretagne,0.0832,23185.559999999998,157,149,147.67872611464966,4,1929.0385919999997,7963.980000000003,5998.59,2358.0900000000006,6864.899999999999
M00326,HealthHub 27,Health,Bretagne,0.0269,23132.399999999998,207,197,111.75072463768115,5,622.2615599999999,6099.64,6097.810000000002,3296.140000000001,7638.8099999999995
M00142,WellnessStore 43,Health,Bretagne,0.0225,22577.609999999997,232,224,97.31728448275861,6,507.9962249999999,7222.140000000005,6644.6500000000015,3221.7300000000005,5489.090000000001
