transaction_id,user_id,product_id,merchant_id,amount,timestamp,location,payment_method,category
TX020911,U09870,P00868,M00455,64.36,20230923064051,Angers,CASH,Food
TX020912,U01610,P00493,M00342,80.8,20240108165138,Saint-Etienne,PAYPAL,Toys
TX020913,U04339,P03120,M00375,74.74,20240814172923,Lyon,CASH,Beauty
TX020914,U01934,P04465,M00056,18.43,20230503101922,Reims,CASH,Toys
TX020915,U03220,P01978,M00188,928.6,20240321123145,Nantes,CARD,Home & Garden
TX020916,U03671,P00867,M00447,178.84,20241001173836,Nice,BANK_TRANSFER,Beauty
TX020917,U02787,P03652,M00046,319.51,20240715090409,Grenoble,CRYPTO,Sports
TX020918,U07114,P02755,M00163,116.79,20230628224920,Marseille,CASH,Beauty
TX020919,U02817,P04909,M00404,279.29,20231111030404,Reims,BANK_TRANSFER,Toys
TX020920,U09433,P01315,M00111,373.01,20240419023056,Reims,BANK_TRANSFER,Sports
TX020921,U02897,P00781,M00202,670.95,20240527230821,Reims,PAYPAL,Home & Garden
TX020922,U02552,P02993,M00373,44.83,20240121164617,Villeurbanne,CASH,Beauty
TX020923,U05560,P00064,M00429,212.05,20240212011039,Nîmes,BANK_TRANSFER,Beauty
TX020924,U06372,P04017,M00025,191.61,20231214192911,Nîmes,CASH,Health
TX020925,U02252,P01935,M00189,171.0,20240731145215,Lille,PAYPAL,Toys
TX020926,U01566,P00379,M00293,204.29,20230318222653,Rennes,CRYPTO,Health
TX020927,U09379,P03389,M00442,23.36,20230606191654,Marseille,BANK_TRANSFER,Food
TX020928,U04687,P00809,M00171,677.48,20230609011258,Saint-Etienne,CASH,Home & Garden
TX020929,U07452,P04125,M00460,1408.4,20240407140855,Villeurbanne,CARD,Electronics
TX020930,U09957,P04712,M00113,1148.15,20240901221052,Lyon,CASH,Electronics
TX020931,U05838,P03330,M00166,338.92,20230124073209,Bordeaux,CRYPTO,Health
TX020932,U01270,P01767,M00412,48.88,20230609170011,Toulon,CRYPTO,Books
TX020933,U06379,P03925,M00043,86.28,20230408223708,Marseille,CASH,Toys
TX020934,U05509,P02200,M00005,89.81,20231029042502,Dijon,BANK_TRANSFER,Toys
TX020935,U09504,P02941,M00149,199.44,20240422162624,Dijon,CASH,Sports
TX020936,U02989,P02067,M00301,1560.64,20230930015700,Strasbourg,BANK_TRANSFER,Electronics
TX020937,U08896,P03438,M00240,20.67,20230123074351,Strasbourg,CRYPTO,Books
TX020938,U04284,P00135,M00305,507.5,20230206025812,Toulouse,CASH,Automotive
TX020939,U00373,P04152,M00415,39.38,20230926121030,Toulon,CRYPTO,Toys
TX020940,U04719,P04220,M00454,13.13,20240323001407,Bordeaux,BANK_TRANSFER,Food
TX020941,U02343,P02351,M00094,385.22,20241019185353,Toulon,CASH,Electronics
TX020942,U05677,P00956,M00423,486.07,20241226223218,Angers,BANK_TRANSFER,Sports
TX020943,U04634,P02430,M00125,192.7,20241216094818,Paris,PAYPAL,Toys
TX020944,U09843,P02213,M00262,2780.99,20231017191426,Lille,CARD,Automotive
TX020945,U08944,P03291,M00218,6.08,20240530180957,Bordeaux,CRYPTO,Books
TX020946,U04372,P02802,M00322,76.6,20230826124430,Paris,CRYPTO,Toys
TX020947,U04886,P04781,M00175,410.82,20230118132755,Bordeaux,PAYPAL,Sports
TX020948,U04207,P00380,M00288,13.27,20230523192002,Lyon,BANK_TRANSFER,Books
TX020949,U09089,P00347,M00059,116.23,20230823011625,Dijon,CRYPTO,Food
TX020950,U07992,P04115,M00261,39.63,20240210175938,Saint-Etienne,CARD,Beauty
TX020951,U08576,P02023,M00416,36.14,20230802033952,Nîmes,CASH,Food
TX020952,U04247,P02246,M00060,5.04,20230219231101,Villeurbanne,PAYPAL,Food
TX020953,U08058,P02860,M00268,242.67,20240324081646,Saint-Etienne,PAYPAL,Electronics
TX020954,U03177,P01867,M00051,172.56,20230406183757,Villeurbanne,CASH,Sports
TX020955,U07890,P03052,M00019,137.1,20231214132814,Bordeaux,CASH,Clothing
TX020956,U00717,P03667,M00426,1639.31,20241008063855,Le Havre,BANK_TRANSFER,Electronics
TX020957,U09749,P02687,M00390,779.76,20230805080027,Toulon,CARD,Sports
TX020958,U01896,P03336,M00365,780.98,20240722151159,Toulon,CRYPTO,Home & Garden
TX020959,U02410,P01083,M00457,1137.92,20240902184130,Nice,CASH,Home & Garden
TX020960,U02924,P00342,M00166,178.22,20240510054029,Marseille,CARD,Health
TX020961,U01751,P04345,M00024,737.94,20240723021549,Strasbourg,BANK_TRANSFER,Automotive
TX020962,U00741,P01931,M00315,82.27,20231207140454,Strasbourg,BANK_TRANSFER,Food
TX020963,U04360,P01941,M00054,22.22,20240321090644,Angers,CARD,Books
TX020964,U02543,P04939,M00375,21.83,20230830162713,Angers,CARD,Beauty
TX020965,U04968,P00257,M00488,144.26,20231106232225,Nantes,CRYPTO,Toys
TX020966,U00163,P00942,M00226,100.81,20230604082344,Toulouse,BANK_TRANSFER,Food
TX020967,U03113,P01959,M00200,110.29,20241211204211,Rennes,CARD,Health
TX020968,U03483,P01555,M00289,1385.12,20231031024806,Dijon,BANK_TRANSFER,Home & Garden
TX020969,U07066,P00177,M00294,435.97,20230508140530,Saint-Etienne,PAYPAL,Electronics
TX020970,U06135,P01738,M00056,66.71,20230201004814,Bordeaux,CASH,Toys
TX020971,U06222,P04451,M00315,135.83,20241003023633,Grenoble,CRYPTO,Food
TX020972,U01261,P01290,M00294,596.13,20230904114514,Le Havre,CASH,Electronics
TX020973,U02504,P03412,M00414,779.12,20230315025710,Strasbourg,BANK_TRANSFER,Automotive
TX020974,U05151,P03998,M00327,61.62,20240123143643,Nice,CARD,Books
TX020975,U01784,P02297,M00044,31.16,20240321011509,Lille,PAYPAL,Health
TX020976,U04205,P00891,M00377,28.86,20230606232358,Lille,CARD,Books
TX020977,U03038,P02247,M00005,84.13,20240728135125,Nîmes,CARD,Toys
TX020978,U05615,P04278,M00476,44.83,20240627080314,Dijon,CARD,Health
TX020979,U00324,P03933,M00090,59.67,20230924182320,Grenoble,CARD,Clothing
TX020980,U03489,P04092,M00066,106.73,20230902004623,Montpellier,CASH,Toys
TX020981,U06193,P00526,M00285,307.41,20230201120054,Lille,CRYPTO,Clothing
TX020982,U06966,P03291,M00218,10.01,20231002040705,Marseille,CASH,Books
TX020983,U07679,P01767,M00412,42.65,20230604071754,Rennes,BANK_TRANSFER,Books
TX020984,U07630,P00914,M00465,536.09,20230118200105,Villeurbanne,CARD,Electronics
TX020985,U01898,P01196,M00142,105.64,20231105134356,Saint-Etienne,PAYPAL,Health
TX020986,U04543,P01340,M00032,12.27,20240821065128,Reims,PAYPAL,Books
TX020987,U03190,P00545,M00297,138.45,20230211200351,Bordeaux,CASH,Beauty
TX020988,U01881,P02940,M00237,155.57,20241216190510,Reims,BANK_TRANSFER,Sports
TX020989,U06419,P02983,M00392,122.66,20240709020428,Montpellier,PAYPAL,Health
TX020990,U08531,P00361,M00283,1548.67,20241118130828,Reims,PAYPAL,Automotive
TX020991,U05148,P03993,M00082,171.79,20240316091318,Angers,BANK_TRANSFER,Toys
TX020992,U02075,P02881,M00311,54.02,20241012170332,Lyon,BANK_TRANSFER,Books
TX020993,U09054,P03716,M00373,134.49,20230312095014,Lille,CASH,Beauty
TX020994,U08107,P00174,M00464,875.69,20230710124116,Lille,PAYPAL,Automotive
TX020995,U09544,P04526,M00036,69.09,20240821124418,Nice,BANK_TRANSFER,Books
TX020996,U07107,P03625,M00190,722.69,20230102150038,Marseille,CASH,Home & Garden
TX020997,U05375,P03370,M00434,662.68,20230126095602,Villeurbanne,CRYPTO,Home & Garden
TX020998,U04355,P04387,M00103,52.37,20240607073625,Nîmes,CASH,Toys
TX020999,U09882,P03556,M00273,1066.58,20231119134535,Lyon,PAYPAL,Electronics
TX021000,U06789,P03025,M00267,44.49,20230607173556,Nîmes,CARD,Beauty
TX021001,U05829,P03618,M00295,111.22,20241118220939,Dijon,CRYPTO,Beauty
TX021002,U03881,P00502,M00043,124.3,20240128040845,Marseille,CARD,Toys
TX021003,U01258,P03084,M00026,57.87,20230126044904,Montpellier,CRYPTO,Books
TX021004,U00175,P04294,M00244,1815.29,20231230134412,Grenoble,CRYPTO,Electronics
TX021005,U00985,P00466,M00361,149.88,20240123135937,Lille,PAYPAL,Sports
TX021006,U00452,P02076,M00246,234.23,20230723004927,Lille,CRYPTO,Beauty
TX021007,U01116,P03169,M00072,155.13,20240416185653,Montpellier,BANK_TRANSFER,Sports
TX021008,U00780,P00254,M00085,297.79,20230118012516,Paris,BANK_TRANSFER,Automotive
TX021009,U06963,P03109,M00467,125.95,20240516074702,Lille,CRYPTO,Food
TX021010,U07074,P00687,M00492,565.0,20231003133145,Grenoble,CRYPTO,Automotive
TX021011,U03811,P04263,M00260,50.0,20231028014012,Paris,CARD,Clothing
TX021012,U04752,P00032,M00313,146.89,20230110014950,Nantes,CARD,Clothing
TX021013,U01732,P00228,M00121,364.93,20241117122133,Dijon,CRYPTO,Electronics
TX021014,U07785,P02022,M00262,1668.08,20240901043018,Strasbourg,BANK_TRANSFER,Automotive
TX021015,U06225,P02650,M00273,1147.73,20230204075840,Montpellier,CARD,Electronics
TX021016,U05843,P04364,M00187,345.85,20230220180221,Nîmes,CARD,Sports
TX021017,U00405,P02628,M00336,443.81,20240520225949,Reims,PAYPAL,Home & Garden
TX021018,U01518,P00556,M00126,1266.46,20240409114333,Strasbourg,CARD,Automotive
TX021019,U04103,P04382,M00455,7.03,20230502105317,Villeurbanne,BANK_TRANSFER,Food
TX021020,U03835,P03254,M00434,1138.61,20241107040542,Lyon,CASH,Home & Garden
TX021021,U08828,P02889,M00146,208.99,20241204081317,Reims,CARD,Clothing
TX021022,U05652,P03403,M00167,27.18,20230724191142,Lille,CARD,Food
TX021023,U03919,P03953,M00362,31.24,20230625035313,Strasbourg,CASH,Books
TX021024,U08578,P04831,M00163,97.92,20230607060003,Villeurbanne,CRYPTO,Beauty
TX021025,U00901,P01182,M00193,353.56,20231029133046,Saint-Etienne,CRYPTO,Automotive
TX021026,U04059,P02399,M00229,1993.73,20230814144228,Angers,BANK_TRANSFER,Automotive
TX021027,U05987,P04305,M00096,227.01,20240613193412,Grenoble,CRYPTO,Toys
TX021028,U03798,P00261,M00316,42.56,20240802032655,Montpellier,CASH,Food
TX021029,U02660,P04208,M00129,405.8,20240209041412,Reims,CARD,Sports
TX021030,U01017,P00855,M00012,1237.1,20241020230741,Nîmes,CARD,Electronics
TX021031,U04377,P01145,M00487,74.43,20241029011837,Toulouse,CARD,Health
TX021032,U09727,P00964,M00036,16.08,20240121213107,Nantes,CRYPTO,Books
TX021033,U06661,P01478,M00082,99.66,20241101024929,Bordeaux,CARD,Toys
TX021034,U07206,P00310,M00178,312.42,20240515135733,Paris,BANK_TRANSFER,Home & Garden
TX021035,U07229,P00671,M00008,34.57,20230205095742,Angers,PAYPAL,Home & Garden
TX021036,U02394,P01319,M00452,447.73,20240227171909,Nice,CRYPTO,Sports
TX021037,U09709,P04169,M00379,100.62,20231229190602,Marseille,PAYPAL,Health
TX021038,U04897,P04339,M00279,176.17,20231126214404,Nice,CASH,Beauty
TX021039,U00298,P00033,M00123,27.52,20241129030259,Grenoble,CARD,Books
TX021040,U06675,P04705,M00350,184.7,20230530032904,Nice,BANK_TRANSFER,Clothing
TX021041,U01041,P02606,M00003,1351.26,20240818185138,Bordeaux,BANK_TRANSFER,Automotive
TX021042,U02672,P01123,M00345,1764.55,20230618223013,Paris,CARD,Automotive
TX021043,U03670,P04946,M00307,460.32,20241127225634,Montpellier,BANK_TRANSFER,Sports
TX021044,U05505,P04622,M00473,74.3,20241030071330,Nîmes,PAYPAL,Sports
TX021045,U04241,P00920,M00227,148.09,20231015021359,Rennes,CARD,Food
TX021046,U04372,P04211,M00272,23.41,20230806012715,Paris,CASH,Books
TX021047,U00857,P00467,M00203,302.93,20230711020018,Marseille,CASH,Automotive
TX021048,U05179,P03466,M00269,1877.99,20240131141029,Marseille,PAYPAL,Automotive
TX021049,U09216,P03927,M00004,157.74,20231231082619,Marseille,CARD,Home & Garden
TX021050,U01594,P00671,M00008,37.84,20230713194451,Rennes,CASH,Home & Garden
TX021051,U06713,P00519,M00413,92.67,20230309111710,Toulouse,CASH,Toys
TX021052,U00296,P03855,M00191,1440.24,20240829013351,Montpellier,CARD,Home & Garden
TX021053,U04193,P04844,M00329,123.68,20240131082833,Angers,PAYPAL,Health
TX021054,U06654,P04525,M00236,123.01,20231220031309,Rennes,CASH,Toys
TX021055,U04901,P00119,M00160,234.01,20231208030344,Toulon,PAYPAL,Home & Garden
TX021056,U04515,P00487,M00452,719.5,20240923192844,Rennes,CRYPTO,Sports
TX021057,U06753,P01069,M00191,74.58,20230323213721,Nîmes,PAYPAL,Home & Garden
TX021058,U00825,P01653,M00418,3585.49,20240501081213,Toulon,BANK_TRANSFER,Electronics
TX021059,U04828,P01180,M00367,161.08,20240802181438,Montpellier,CARD,Beauty
TX021060,U00445,P04519,M00320,578.98,20240527231711,Toulouse,BANK_TRANSFER,Sports
TX021061,U00524,P03210,M00148,394.26,20230127155538,Nice,CARD,Clothing
TX021062,U05034,P00460,M00229,201.88,20230214045425,Strasbourg,BANK_TRANSFER,Automotive
TX021063,U07112,P04304,M00075,10.07,20240809184832,Saint-Etienne,BANK_TRANSFER,Food
TX021064,U02764,P00113,M00382,275.17,20240110051251,Reims,CASH,Clothing
TX021065,U01135,P00809,M00171,751.87,20230302075637,Nîmes,CARD,Home & Garden
TX021066,U03827,P04551,M00497,337.52,20240927111201,Montpellier,CARD,Clothing
TX021067,U05851,P02833,M00026,7.82,20240319235836,Strasbourg,CRYPTO,Books
TX021068,U06817,P00925,M00046,229.53,20240123140002,Reims,CRYPTO,Sports
TX021069,U00729,P04260,M00414,172.77,20240410223024,Paris,CARD,Automotive
TX021070,U01882,P01311,M00290,79.41,20240723141530,Strasbourg,PAYPAL,Health
TX021071,U08774,P03994,M00492,488.85,20241003212936,Dijon,CARD,Automotive
TX021072,U03495,P03071,M00172,50.13,20240613150730,Nice,CRYPTO,Food
TX021073,U05022,P00754,M00374,80.39,20230829133212,Angers,CARD,Toys
TX021074,U06831,P03378,M00096,160.66,20230515110129,Toulon,PAYPAL,Toys
TX021075,U00274,P01302,M00354,106.51,20230622142710,Villeurbanne,PAYPAL,Clothing
TX021076,U03831,P03281,M00016,26.81,20241224141148,Lyon,CRYPTO,Books
TX021077,U04250,P00567,M00342,180.98,20240229043535,Lyon,PAYPAL,Toys
TX021078,U06860,P04711,M00396,49.73,20230730121246,Le Havre,CARD,Health
TX021079,U03868,P00060,M00356,572.7,20231129192551,Angers,CARD,Automotive
TX021080,U05959,P04454,M00044,62.25,20240203052420,Lyon,BANK_TRANSFER,Health
TX021081,U04157,P04917,M00290,206.57,20240104023624,Angers,BANK_TRANSFER,Health
TX021082,U07128,P03038,M00429,55.07,20241220233028,Rennes,CARD,Beauty
TX021083,U02785,P04011,M00192,1179.37,20231215045405,Paris,CRYPTO,Electronics
TX021084,U09570,P04167,M00061,315.27,20230427113911,Nîmes,CRYPTO,Health
TX021085,U04745,P01267,M00451,105.2,20240229200120,Villeurbanne,CARD,Food
TX021086,U08101,P00892,M00389,349.87,20230809071730,Bordeaux,CASH,Home & Garden
TX021087,U03779,P04211,M00272,25.53,20230615050623,Saint-Etienne,CARD,Books
TX021088,U08275,P04436,M00232,90.95,20240409160551,Strasbourg,BANK_TRANSFER,Beauty
TX021089,U04612,P04138,M00075,34.03,20240615201400,Reims,CARD,Food
TX021090,U03577,P00706,M00479,883.97,20240612075251,Nîmes,BANK_TRANSFER,Home & Garden
TX021091,U04583,P00499,M00333,51.2,20241203123301,Rennes,CARD,Health
TX021092,U06155,P03321,M00468,411.66,20230619104322,Toulon,BANK_TRANSFER,Automotive
TX021093,U00523,P00066,M00499,1290.83,20240526195901,Rennes,PAYPAL,Automotive
TX021094,U03850,P00572,M00233,35.15,20240807163656,Lille,PAYPAL,Food
TX021095,U08572,P04028,M00389,345.45,20230504062948,Dijon,CRYPTO,Home & Garden
TX021096,U00753,P04846,M00385,76.41,20230704212830,Le Havre,CARD,Food
TX021097,U06693,P03697,M00261,191.61,20230824142233,Montpellier,PAYPAL,Beauty
TX021098,U02434,P01442,M00454,39.03,20240715154808,Angers,CARD,Food
TX021099,U04345,P02238,M00234,26.68,20240703011712,Rennes,CASH,Books
TX021100,U07048,P00190,M00126,164.25,20241230200528,Nice,CRYPTO,Automotive
TX021101,U03681,P02865,M00142,183.03,20240320154947,Villeurbanne,BANK_TRANSFER,Health
TX021102,U08306,P00809,M00171,1170.79,20230604062022,Strasbourg,CARD,Home & Garden
TX021103,U04900,P03072,M00353,50.16,20230815144132,Angers,CARD,Clothing
TX021104,U04284,P01447,M00024,44.18,20231208193149,Toulouse,CASH,Automotive
TX021105,U09741,P00889,M00342,44.59,20241204070246,Dijon,CRYPTO,Toys
TX021106,U06561,P02259,M00121,1711.32,20230124104701,Rennes,CASH,Electronics
TX021107,U07802,P01553,M00369,200.68,20230724220317,Strasbourg,CRYPTO,Health
TX021108,U00358,P02532,M00099,142.67,20231014214233,Le Havre,CASH,Clothing
TX021109,U07139,P00699,M00306,178.11,20230210233049,Nantes,PAYPAL,Electronics
TX021110,U05877,P02486,M00460,240.42,20240516074329,Montpellier,CASH,Electronics
TX021111,U02335,P02964,M00097,1376.0,20240322074021,Nîmes,CASH,Electronics
TX021112,U01822,P00726,M00400,125.68,20230403145626,Rennes,CASH,Health
TX021113,U02242,P03017,M00326,296.59,20240117235744,Grenoble,CASH,Health
TX021114,U09978,P03913,M00206,257.93,20241210024727,Paris,CARD,Clothing
TX021115,U01154,P03129,M00435,7.95,20240704191302,Bordeaux,BANK_TRANSFER,Toys
TX021116,U01471,P04134,M00019,366.86,20241030090017,Toulouse,CASH,Clothing
TX021117,U01910,P02401,M00437,99.82,20230111002258,Dijon,CRYPTO,Beauty
TX021118,U09967,P04586,M00248,1937.99,20230122064626,Nîmes,CARD,Automotive
TX021119,U08589,P01381,M00020,393.0,20230627100820,Dijon,CRYPTO,Clothing
TX021120,U07702,P01604,M00306,2077.45,20241204202337,Nice,BANK_TRANSFER,Electronics
TX021121,U00068,P03083,M00204,251.23,20240414103555,Bordeaux,BANK_TRANSFER,Toys
TX021122,U08176,P02088,M00229,1504.9,20230209063911,Reims,CARD,Automotive
TX021123,U00169,P02076,M00246,269.53,20240914164550,Saint-Etienne,CARD,Beauty
TX021124,U08420,P01028,M00027,265.37,20230823120628,Nantes,PAYPAL,Electronics
TX021125,U02997,P00526,M00285,283.81,20230120121528,Nantes,PAYPAL,Clothing
TX021126,U04412,P03320,M00380,249.28,20240223171712,Lyon,BANK_TRANSFER,Health
TX021127,U08170,P02587,M00434,326.92,20240625103543,Paris,BANK_TRANSFER,Home & Garden
TX021128,U07026,P00657,M00247,965.65,20240608075504,Nantes,CRYPTO,Automotive
TX021129,U03661,P00619,M00386,654.57,20240504002418,Nantes,CASH,Electronics
TX021130,U09768,P04592,M00374,93.96,20230116225617,Montpellier,CASH,Toys
TX021131,U03611,P03100,M00300,5.56,20240110071012,Saint-Etienne,CASH,Books
TX021132,U08404,P01405,M00355,66.68,20240212214127,Marseille,BANK_TRANSFER,Books
TX021133,U04936,P04140,M00117,244.37,20240817031228,Lyon,BANK_TRANSFER,Home & Garden
TX021134,U07085,P02582,M00139,122.6,20230729132421,Rennes,CARD,Beauty
TX021135,U03671,P03861,M00387,39.31,20230924072340,Nice,CRYPTO,Health
TX021136,U01989,P00844,M00027,2101.83,20230403125135,Angers,CASH,Electronics
TX021137,U00002,P01651,M00452,336.65,20230613100354,Le Havre,CASH,Sports
TX021138,U05724,P03139,M00452,216.84,20230708201907,Grenoble,PAYPAL,Sports
TX021139,U06050,P04163,M00080,2415.83,20240322235229,Rennes,BANK_TRANSFER,Automotive
TX021140,U03122,P00165,M00010,34.62,20240201011105,Toulon,BANK_TRANSFER,Books
TX021141,U00242,P02420,M00073,2066.75,20230111021003,Toulon,CARD,Electronics
TX021142,U08546,P02768,M00408,580.2,20240605220910,Saint-Etienne,CRYPTO,Electronics
TX021143,U01604,P03091,M00221,76.59,20240130111652,Toulon,CASH,Food
TX021144,U05027,P04145,M00071,1283.04,20230413082526,Dijon,CARD,Electronics
TX021145,U04674,P00829,M00404,55.79,20230225130033,Dijon,CASH,Toys
TX021146,U00933,P02747,M00078,19.25,20231122165856,Dijon,BANK_TRANSFER,Books
TX021147,U01985,P03143,M00169,83.85,20240327014506,Marseille,PAYPAL,Books
TX021148,U05282,P04141,M00187,370.02,20230204192920,Dijon,CARD,Sports
TX021149,U05004,P00918,M00388,53.45,20230815133030,Marseille,BANK_TRANSFER,Home & Garden
TX021150,U08573,P00153,M00050,866.37,20241011190925,Toulouse,CASH,Automotive
TX021151,U06775,P00158,M00139,92.0,20231101045837,Bordeaux,PAYPAL,Beauty
TX021152,U08383,P01303,M00158,111.77,20240725081042,Nîmes,PAYPAL,Toys
TX021153,U05700,P03912,M00133,990.05,20231024060106,Grenoble,CARD,Electronics
TX021154,U00224,P00315,M00259,418.99,20230616232940,Strasbourg,BANK_TRANSFER,Sports
TX021155,U07477,P04075,M00125,27.26,20240408063732,Rennes,CASH,Toys
TX021156,U06732,P02855,M00080,2101.37,20240427145627,Toulon,CARD,Automotive
TX021157,U01405,P01698,M00340,2024.08,20240810105428,Toulouse,PAYPAL,Electronics
TX021158,U05573,P02038,M00424,84.87,20230629194342,Reims,PAYPAL,Health
TX021159,U02932,P02748,M00072,357.49,20231030023922,Grenoble,PAYPAL,Sports
TX021160,U09971,P03040,M00409,58.46,20240420214243,Nîmes,BANK_TRANSFER,Beauty
TX021161,U07066,P00152,M00033,291.28,20240731023437,Saint-Etienne,CARD,Home & Garden
TX021162,U08922,P04957,M00386,1438.83,20241227203355,Rennes,CASH,Electronics
TX021163,U07604,P02392,M00017,173.12,20240826204708,Angers,CARD,Toys
TX021164,U06072,P00598,M00170,102.3,20231128001136,Le Havre,CRYPTO,Clothing
TX021165,U00275,P01933,M00467,97.24,20240517172024,Dijon,CRYPTO,Food
TX021166,U06928,P04434,M00196,506.7,20240501083625,Lyon,CASH,Clothing
TX021167,U06741,P03949,M00119,87.77,20230328074141,Nîmes,PAYPAL,Beauty
TX021168,U08568,P01714,M00098,10.74,20230503083622,Le Havre,CARD,Books
TX021169,U08610,P03551,M00467,55.87,20231202004610,Marseille,CARD,Food
TX021170,U03395,P03062,M00282,236.78,20230117063037,Reims,CARD,Clothing
TX021171,U09647,P01082,M00025,193.74,20241003103713,Dijon,CASH,Health
TX021172,U09039,P00240,M00029,99.04,20240820044617,Villeurbanne,BANK_TRANSFER,Health
TX021173,U04521,P00413,M00236,254.58,20240613084332,Montpellier,PAYPAL,Toys
TX021174,U00855,P00745,M00069,973.21,20230605091112,Nîmes,BANK_TRANSFER,Electronics
TX021175,U05520,P01963,M00208,596.24,20230131115220,Grenoble,BANK_TRANSFER,Electronics
TX021176,U04217,P02738,M00248,520.85,20230809001026,Paris,BANK_TRANSFER,Automotive
TX021177,U04769,P03954,M00117,531.81,20231112064955,Lyon,CRYPTO,Home & Garden
TX021178,U01534,P02867,M00317,119.5,20230516124524,Dijon,CRYPTO,Sports
TX021179,U00177,P03511,M00230,43.77,20230102025445,Bordeaux,CRYPTO,Beauty
TX021180,U08032,P00385,M00470,24.77,20240417072822,Saint-Etienne,CARD,Toys
TX021181,U07873,P01307,M00164,942.88,20241216204619,Grenoble,PAYPAL,Automotive
TX021182,U04070,P02358,M00394,196.2,20240828164125,Saint-Etienne,CASH,Food
TX021183,U08277,P02797,M00125,75.48,20240202131327,Nantes,PAYPAL,Toys
TX021184,U07268,P02180,M00046,254.23,20240604145429,Toulon,BANK_TRANSFER,Sports
TX021185,U06200,P02160,M00449,10.82,20230429000607,Toulon,BANK_TRANSFER,Books
TX021186,U07262,P02901,M00358,289.87,20230317193420,Toulon,CARD,Sports
TX021187,U07215,P01044,M00486,135.1,20230118055925,Paris,CARD,Toys
TX021188,U00888,P00042,M00182,34.75,20241012062414,Toulon,BANK_TRANSFER,Books
TX021189,U00264,P04604,M00020,29.75,20240304154508,Marseille,CARD,Clothing
TX021190,U02232,P03872,M00353,200.52,20230528134321,Villeurbanne,CARD,Clothing
TX021191,U05855,P02544,M00202,33.21,20240521010353,Montpellier,BANK_TRANSFER,Home & Garden
TX021192,U00264,P00669,M00395,13.17,20241103101952,Marseille,CRYPTO,Books
TX021193,U03344,P02302,M00390,34.6,20230601205625,Reims,CARD,Sports
TX021194,U00010,P04613,M00107,99.89,20230410041515,Lyon,BANK_TRANSFER,Food
TX021195,U02648,P03307,M00051,549.73,20230605145114,Nantes,CARD,Sports
TX021196,U06936,P01430,M00127,187.76,20230905021945,Villeurbanne,PAYPAL,Beauty
TX021197,U08310,P03865,M00153,135.95,20230128182614,Strasbourg,CASH,Clothing
TX021198,U02015,P04760,M00187,157.63,20230819024951,Le Havre,PAYPAL,Sports
TX021199,U09376,P03485,M00200,215.98,20241117131221,Nîmes,CARD,Health
TX021200,U00199,P02686,M00473,59.09,20230918185837,Angers,CRYPTO,Sports
TX021201,U05391,P04323,M00500,191.34,20230717061831,Angers,CRYPTO,Clothing
TX021202,U03578,P00151,M00434,817.22,20240930082102,Nîmes,CASH,Home & Garden
TX021203,U09076,P02335,M00162,241.3,20240922033308,Lille,CRYPTO,Sports
TX021204,U08274,P02081,M00155,83.38,20231004150819,Toulouse,CASH,Sports
TX021205,U03213,P01596,M00023,4.89,20240418140911,Saint-Etienne,CASH,Books
TX021206,U07273,P01020,M00056,249.4,20240523090759,Dijon,PAYPAL,Toys
TX021207,U09111,P00770,M00119,60.64,20230714161219,Villeurbanne,CASH,Beauty
TX021208,U07525,P02661,M00211,58.56,20241116012716,Nîmes,PAYPAL,Clothing
TX021209,U00723,P04575,M00343,1878.92,20240407120231,Nice,CARD,Automotive
TX021210,U09863,P04716,M00294,255.1,20240920070237,Paris,CARD,Electronics
TX021211,U06103,P02095,M00358,195.9,20230304053014,Bordeaux,PAYPAL,Sports
TX021212,U04636,P04806,M00307,186.73,20230922173745,Toulouse,CRYPTO,Sports
TX021213,U01782,P01595,M00305,1126.93,20230926045227,Paris,BANK_TRANSFER,Automotive
TX021214,U06955,P02899,M00168,102.88,20230616144715,Toulouse,CRYPTO,Health
TX021215,U01755,P03150,M00342,189.9,20241003063108,Strasbourg,CARD,Toys
TX021216,U05879,P03819,M00199,260.83,20230212230510,Montpellier,CASH,Sports
TX021217,U00212,P00510,M00093,97.34,20240521142630,Nîmes,CASH,Toys
TX021218,U06862,P03108,M00227,17.12,20230304063919,Nantes,CRYPTO,Food
TX021219,U05932,P02876,M00056,74.8,20241114090706,Reims,CARD,Toys
TX021220,U01467,P04622,M00473,152.96,20230505072528,Villeurbanne,CRYPTO,Sports
TX021221,U07433,P01236,M00252,238.0,20230305093108,Reims,BANK_TRANSFER,Home & Garden
TX021222,U08586,P04061,M00387,67.23,20231215020012,Reims,CASH,Health
TX021223,U01023,P03370,M00434,1030.4,20240314024216,Nantes,CARD,Home & Garden
TX021224,U09636,P04171,M00413,24.37,20240731182024,Toulon,BANK_TRANSFER,Toys
TX021225,U07395,P02181,M00104,44.86,20240714004133,Toulon,CARD,Beauty
TX021226,U02077,P04505,M00160,143.16,20231118011739,Angers,CRYPTO,Home & Garden
TX021227,U03228,P00241,M00225,106.01,20240614115935,Saint-Etienne,BANK_TRANSFER,Automotive
TX021228,U04568,P04461,M00237,247.57,20240121024405,Lille,CRYPTO,Sports
TX021229,U05540,P02655,M00181,138.66,20241105000431,Nîmes,BANK_TRANSFER,Sports
TX021230,U08125,P02461,M00292,187.41,20240921063007,Montpellier,PAYPAL,Health
